rabbitCount,rabbitEnergy,rabbitRepro,rabbitFatigue,grassCount,grassEnergy,grassRepro,grassFatigue,wolfCount,wolfEnergy,wolfRepro,wolfFatigue
66,678.8,747.0,6.5,137,77.5,129.4,0.0,1,353.0,1065.0,10.0
70,689.9,747.5,6.8,70,86.3,130.0,0.0,1,718.0,1065.0,10.0
87,612.0,750.8,6.8,53,95.6,129.2,0.0,2,533.1,1064.9,10.1
92,591.4,751.2,6.6,36,102.5,129.3,0.1,2,879.6,1064.9,10.1
93,578.0,751.6,6.6,41,99.6,128.5,0.7,2,1161.9,1064.9,10.1
93,576.7,751.9,6.6,46,97.0,128.6,0.9,4,489.9,1065.0,10.3
92,565.1,752.3,6.5,47,94.6,129.3,1.1,4,879.5,1065.0,10.3
91,561.4,752.5,6.4,56,91.5,129.9,1.2,6,632.9,1065.3,10.5
89,565.9,752.5,6.4,66,91.1,130.2,1.2,7,605.4,1065.3,10.5
86,564.1,753.1,6.4,74,91.4,130.3,1.0,8,667.7,1065.2,10.6
87,552.8,752.7,6.4,80,92.8,130.7,1.1,9,652.6,1065.0,10.6
84,554.0,753.1,6.4,85,98.3,130.7,1.0,9,771.8,1065.0,10.6
85,546.4,753.3,6.4,89,98.8,130.5,1.2,11,636.5,1064.9,10.7
84,548.5,753.4,6.4,87,101.9,130.7,1.3,11,704.9,1064.9,10.7
82,549.5,753.2,6.4,100,95.5,130.3,1.5,13,638.2,1065.1,10.9
78,560.7,754.2,6.4,105,94.0,129.7,1.7,17,491.4,1065.0,10.8
73,550.9,755.4,6.4,103,97.5,129.6,1.9,17,644.4,1065.0,10.8
71,556.8,755.5,6.5,113,96.6,129.9,1.9,18,641.5,1065.1,10.9
75,546.4,755.8,6.5,107,102.1,130.1,1.7,21,541.1,1065.1,10.9
74,538.3,756.6,6.8,116,104.7,129.6,1.7,22,565.2,1065.0,10.9
75,544.5,756.2,6.7,126,105.1,129.7,1.5,22,566.1,1065.0,10.9
69,543.0,755.6,6.5,138,101.6,129.3,1.7,24,587.1,1064.8,10.9
64,557.1,755.7,6.5,139,101.1,128.9,1.8,28,518.4,1065.0,10.9
58,572.5,756.3,6.4,140,101.4,128.8,1.7,28,581.8,1065.0,10.9
58,579.4,756.6,6.4,143,104.6,129.9,1.7,28,598.1,1065.0,10.9
55,574.4,757.1,6.3,163,103.0,129.9,1.7,29,614.6,1064.9,10.9
56,566.8,756.5,6.1,165,108.1,129.9,1.8,31,578.2,1064.9,10.9
54,564.3,755.8,6.3,180,110.7,130.7,1.7,31,619.8,1064.9,10.9
52,568.0,755.4,6.4,190,110.4,130.7,1.8,33,590.3,1064.8,10.9
50,568.1,754.9,6.6,208,111.2,130.3,1.9,35,572.3,1064.8,10.9
45,579.1,754.7,6.5,208,117.5,130.4,2.0,36,590.7,1064.9,10.9
48,561.3,754.6,6.8,220,119.9,130.6,2.1,39,528.7,1064.9,10.9
43,564.7,754.7,6.6,237,120.4,130.0,2.1,39,568.5,1064.9,10.9
43,537.7,755.3,6.7,254,122.5,129.7,2.1,40,584.0,1064.9,10.9
39,551.5,756.2,6.7,272,125.0,130.0,2.2,45,513.5,1064.9,10.9
34,551.9,757.5,6.7,287,127.9,130.2,2.2,46,524.9,1064.9,10.9
29,545.0,757.4,6.8,303,131.6,130.3,2.2,47,538.4,1064.8,10.9
25,523.5,756.8,6.3,319,134.8,130.4,2.3,48,552.9,1064.8,10.9
23,513.1,756.8,6.3,334,138.2,130.3,2.4,50,532.8,1064.8,10.8
20,525.9,756.8,6.3,348,143.6,130.2,2.4,51,524.1,1064.8,10.8
21,525.6,755.9,6.3,363,148.1,130.1,2.4,51,516.3,1064.8,10.8
21,535.4,755.9,6.3,379,153.0,130.0,2.5,51,508.9,1064.8,10.8
20,580.6,756.3,5.8,394,156.1,130.2,2.6,51,501.5,1064.8,10.8
19,597.3,757.3,5.9,407,159.1,130.4,2.6,51,501.5,1064.8,10.8
23,555.7,757.8,5.7,432,159.5,130.4,2.8,51,494.3,1064.8,10.8
21,588.2,757.9,5.8,443,163.3,130.4,2.8,51,501.0,1064.8,10.8
19,582.0,756.4,5.9,461,165.5,130.5,2.9,51,513.2,1064.8,10.8
16,617.1,757.7,6.1,479,167.9,130.5,3.0,52,509.6,1064.8,10.8
19,571.6,760.2,5.9,508,167.8,130.4,3.1,52,502.3,1064.8,10.8
17,633.5,760.4,5.8,522,169.7,130.2,3.2,52,507.3,1064.8,10.8
19,575.2,760.2,5.5,540,173.1,130.4,3.2,54,485.5,1064.8,10.8
15,617.8,761.3,5.7,558,175.6,130.5,3.3,55,488.0,1064.7,10.9
18,578.3,763.4,5.6,583,177.6,130.5,3.4,55,481.2,1064.7,10.9
21,576.1,764.6,5.5,603,180.4,130.5,3.5,55,474.4,1064.7,10.9
25,560.7,766.3,5.5,612,186.2,130.5,3.5,55,467.5,1064.7,10.9
28,566.8,766.3,5.5,616,191.1,130.6,3.5,55,467.7,1064.7,10.9
27,604.7,765.9,5.6,624,194.8,130.6,3.6,56,464.8,1064.7,10.9
28,556.6,766.9,5.6,645,196.8,130.6,3.6,57,471.3,1064.8,10.9
22,580.2,765.5,5.6,656,199.8,130.6,3.7,58,490.8,1064.7,10.9
22,593.1,765.4,5.6,670,203.1,130.7,3.7,60,473.8,1064.8,10.9
25,561.5,766.0,5.5,688,206.8,130.7,3.8,60,472.7,1064.8,10.9
25,545.0,766.4,5.5,705,208.9,130.8,3.8,60,494.7,1064.8,10.9
28,541.2,766.8,5.5,714,212.8,131.0,3.8,60,497.9,1064.8,10.8
28,583.2,766.7,5.5,716,217.7,131.1,3.8,62,474.2,1064.8,10.8
34,560.2,767.5,5.4,731,220.2,131.2,3.9,62,472.9,1064.8,10.8
32,623.1,768.5,5.4,731,224.3,131.2,3.9,62,487.7,1064.8,10.8
40,587.1,768.9,5.4,736,227.8,131.3,3.9,63,467.9,1064.8,10.8
36,626.7,768.4,5.4,742,229.6,131.3,4.0,65,471.8,1064.7,10.9
36,620.3,769.2,5.5,754,229.2,131.1,4.0,64,508.5,1064.7,10.9
40,617.9,768.9,5.5,754,233.5,131.2,4.0,66,492.6,1064.7,10.9
41,630.5,768.8,5.5,758,238.1,131.2,4.0,67,484.1,1064.6,10.9
45,613.6,768.8,5.6,771,239.3,131.0,4.0,67,487.9,1064.6,10.9
42,602.6,768.2,5.7,776,243.8,131.3,4.0,68,510.2,1064.6,11.0
47,594.6,768.2,5.6,790,244.4,131.3,4.1,71,481.7,1064.5,11.0
47,620.6,767.9,5.7,787,248.7,131.2,4.1,72,485.0,1064.5,11.0
50,605.8,767.8,5.7,790,253.4,131.0,4.1,74,477.9,1064.4,11.0
54,617.0,767.7,5.7,806,252.5,130.7,4.1,75,472.5,1064.4,11.0
57,614.4,767.3,5.7,809,254.7,130.6,4.1,75,483.8,1064.4,11.0
63,610.1,767.5,5.8,798,258.9,130.3,4.1,76,476.8,1064.4,11.0
62,606.5,767.5,5.8,811,256.5,130.2,4.2,77,502.6,1064.4,11.0
67,617.1,767.4,5.8,816,255.8,130.0,4.2,78,494.8,1064.4,11.0
68,610.7,767.4,5.9,834,252.4,130.2,4.2,81,496.8,1064.4,11.0
59,661.4,767.6,5.9,833,253.2,130.0,4.3,83,515.4,1064.4,10.9
63,641.1,767.2,6.1,856,250.0,130.0,4.3,86,505.4,1064.4,10.9
64,629.5,767.4,6.1,868,250.7,129.9,4.4,89,493.2,1064.5,10.9
64,616.0,766.8,6.2,866,252.4,129.8,4.4,90,519.4,1064.5,10.9
66,621.9,766.9,6.2,859,256.0,129.6,4.4,95,494.9,1064.4,10.9
63,604.5,766.5,6.3,873,256.1,129.7,4.3,96,522.3,1064.4,10.9
68,631.6,766.2,6.3,866,256.8,129.3,4.4,97,521.2,1064.4,10.9
67,644.9,765.2,6.6,865,252.4,129.1,4.4,101,519.4,1064.4,10.9
69,622.9,764.2,6.9,880,249.4,129.0,4.4,103,533.5,1064.4,10.9
68,616.2,763.8,6.9,884,249.5,128.9,4.4,106,533.3,1064.4,10.9
74,596.0,763.6,7.1,879,252.5,128.9,4.5,108,534.5,1064.5,10.9
82,582.4,763.1,7.2,895,249.1,128.9,4.4,111,522.0,1064.5,10.9
78,599.1,762.0,7.4,906,244.9,128.9,4.4,113,532.9,1064.5,10.9
83,613.8,762.2,7.3,909,243.8,128.9,4.4,115,521.3,1064.5,10.9
86,630.2,762.6,7.3,931,235.3,129.0,4.5,116,533.5,1064.5,10.9
85,641.3,761.9,7.4,925,236.3,129.0,4.5,120,525.4,1064.5,10.8
91,627.1,762.0,7.5,932,233.9,129.0,4.5,122,528.8,1064.5,10.8
96,647.8,761.8,7.5,923,233.6,129.2,4.5,124,521.9,1064.5,10.8
98,645.2,761.7,7.5,929,227.3,129.2,4.5,125,544.7,1064.5,10.8
112,604.5,762.6,7.5,913,231.8,129.3,4.5,130,520.3,1064.6,10.8
112,615.9,763.1,7.4,912,230.4,129.5,4.5,132,531.2,1064.6,10.8
120,587.3,763.8,7.3,917,232.9,129.2,4.5,136,519.7,1064.6,10.8
114,594.6,763.9,7.4,929,233.4,129.1,4.5,141,512.5,1064.6,10.8
109,597.9,764.2,7.3,959,230.4,129.1,4.5,145,513.9,1064.7,10.8
115,580.1,764.9,7.3,959,234.6,129.0,4.6,148,499.2,1064.7,10.7
104,574.0,765.6,7.2,950,239.4,128.9,4.5,151,517.5,1064.7,10.7
96,593.7,766.3,7.1,987,232.9,128.6,4.5,157,505.8,1064.7,10.7
85,581.8,766.8,7.1,1005,234.0,128.7,4.6,160,522.0,1064.7,10.7
82,567.6,767.4,7.0,1024,235.5,128.8,4.6,165,511.8,1064.8,10.7
81,575.4,768.2,6.9,1049,234.9,129.0,4.6,170,493.2,1064.9,10.7
78,567.4,768.8,6.9,1069,234.9,129.2,4.6,171,504.2,1064.8,10.7
73,576.6,769.4,6.9,1081,237.1,129.1,4.6,175,500.1,1064.8,10.8
67,564.1,770.1,6.7,1112,237.6,129.4,4.6,178,503.8,1064.9,10.8
59,576.7,770.4,6.8,1131,239.9,129.4,4.6,181,503.7,1064.9,10.8
55,581.8,770.8,6.9,1153,242.2,129.7,4.6,184,501.9,1064.9,10.8
57,587.3,771.0,6.8,1170,243.9,130.1,4.7,188,487.8,1064.9,10.8
52,596.3,771.3,6.8,1188,244.1,130.3,4.7,191,488.9,1064.9,10.8
52,582.2,772.0,6.7,1205,247.1,130.5,4.7,192,491.8,1064.9,10.8
47,590.1,771.9,6.8,1223,248.6,130.8,4.8,194,492.7,1064.9,10.8
43,592.5,770.9,6.7,1239,251.9,131.0,4.8,198,487.9,1064.9,10.8
41,577.1,771.2,6.7,1251,257.0,131.2,4.8,199,490.3,1064.9,10.8
43,569.1,771.2,6.7,1276,259.4,131.6,4.8,199,490.7,1064.9,10.8
40,603.6,770.2,6.8,1285,264.3,131.7,4.8,200,486.9,1064.9,10.8
35,589.1,769.8,6.8,1317,267.0,132.0,4.9,199,495.4,1065.0,10.8
28,627.9,768.7,7.0,1349,268.5,132.1,4.9,203,488.2,1065.0,10.8
29,601.3,767.8,7.1,1380,270.8,132.1,4.9,203,486.9,1065.0,10.9
27,622.8,767.2,7.3,1419,271.2,132.1,4.9,203,487.3,1065.0,10.8
30,564.7,766.0,7.6,1463,270.3,132.1,5.0,205,483.1,1065.0,10.9
29,561.2,764.9,7.7,1484,274.7,131.9,5.0,207,477.7,1065.0,10.9
32,579.4,765.8,7.6,1517,276.7,131.9,5.0,206,475.6,1065.0,10.9
27,567.6,764.7,7.8,1559,277.3,131.9,5.1,206,484.4,1065.0,10.9
28,581.7,762.6,8.0,1591,278.9,131.8,5.1,207,477.9,1065.0,10.8
29,580.9,763.4,7.8,1628,281.0,131.7,5.1,208,475.3,1065.0,10.8
26,607.8,760.9,8.2,1668,282.5,131.6,5.1,209,474.5,1065.0,10.9
30,577.8,760.2,8.3,1699,286.3,131.6,5.1,209,470.6,1065.0,10.9
30,588.4,758.8,8.6,1739,288.4,131.5,5.2,208,473.8,1065.0,10.9
32,573.8,758.3,8.6,1773,291.8,131.3,5.2,208,472.9,1065.0,10.9
30,620.6,759.2,8.5,1791,297.5,131.3,5.2,211,461.0,1064.9,10.9
38,566.6,758.2,8.4,1839,299.1,131.1,5.2,210,456.4,1064.9,10.9
38,561.4,757.1,8.5,1856,304.3,130.7,5.2,211,456.7,1065.0,10.8
39,569.2,757.6,8.6,1882,308.6,130.5,5.2,211,456.3,1064.9,10.8
37,534.9,757.9,8.4,1915,312.3,130.3,5.2,210,463.9,1064.9,10.8
40,540.5,758.5,8.6,1935,317.3,130.1,5.3,211,458.2,1064.9,10.8
33,559.6,758.6,8.5,1957,322.4,129.9,5.3,213,454.9,1064.9,10.8
32,509.6,758.4,8.4,2010,324.1,129.9,5.3,212,456.9,1064.9,10.8
28,541.7,758.9,8.4,2043,328.0,129.6,5.3,210,458.2,1064.9,10.8
24,536.8,759.5,8.7,2078,332.2,129.6,5.3,210,458.1,1064.9,10.8
24,546.6,759.4,8.6,2128,334.4,129.5,5.4,211,450.7,1064.9,10.8
22,518.6,759.7,8.9,2188,335.1,129.5,5.4,212,448.8,1064.9,10.8
22,541.3,759.9,9.2,2220,339.6,129.5,5.4,213,441.7,1064.9,10.8
21,539.8,759.9,9.4,2268,342.3,129.5,5.4,212,441.5,1064.9,10.8
20,595.3,759.7,9.6,2317,344.5,129.5,5.4,211,439.8,1064.9,10.8
21,574.2,760.3,9.8,2364,347.2,129.6,5.5,210,438.4,1064.8,10.8
20,604.5,759.6,9.7,2416,349.1,129.6,5.5,209,438.4,1064.8,10.8
21,652.7,759.4,9.7,2461,351.6,129.5,5.5,208,435.9,1064.8,10.8
26,611.5,759.3,10.0,2501,355.5,129.5,5.5,207,434.0,1064.8,10.8
25,620.5,759.1,10.0,2557,356.9,129.5,5.5,206,435.3,1064.8,10.8
29,622.2,758.8,10.0,2604,359.0,129.5,5.6,207,429.1,1064.8,10.8
35,605.6,758.8,9.9,2625,363.9,129.5,5.6,207,427.8,1064.8,10.8
40,650.6,758.7,9.8,2675,364.1,129.5,5.6,206,427.0,1064.8,10.8
45,668.1,758.3,9.8,2719,364.8,129.5,5.6,208,420.9,1064.8,10.8
46,683.0,758.0,9.8,2740,368.7,129.5,5.7,209,422.4,1064.8,10.8
53,663.7,757.3,9.6,2782,370.6,129.6,5.7,209,420.9,1064.8,10.8
49,696.8,756.6,9.5,2821,371.7,129.5,5.7,209,430.8,1064.8,10.7
43,727.8,756.3,9.5,2858,374.8,129.6,5.7,208,445.4,1064.8,10.7
48,759.8,756.3,9.5,2903,375.9,129.6,5.7,211,431.6,1064.8,10.7
45,711.2,756.1,9.5,2945,377.6,129.6,5.7,211,442.9,1064.8,10.7
49,683.1,755.9,9.4,2983,380.7,129.7,5.7,208,451.1,1064.8,10.7
49,731.5,755.6,9.4,3034,381.8,129.7,5.8,206,456.1,1064.9,10.7
52,686.5,755.3,9.3,3074,384.3,129.7,5.8,207,460.8,1064.9,10.7
53,707.9,755.1,9.2,3111,387.2,129.7,5.8,208,455.9,1064.9,10.7
52,720.0,755.2,9.3,3152,389.1,129.9,5.8,210,459.2,1064.9,10.7
57,595.3,755.0,9.2,3201,390.5,129.9,5.8,212,466.3,1064.9,10.7
55,613.7,755.3,9.3,3244,392.7,129.9,5.8,210,477.4,1064.9,10.7
58,610.2,755.4,9.2,3283,395.7,130.0,5.8,212,475.3,1065.0,10.7
60,612.9,755.2,9.3,3329,398.2,130.0,5.8,209,483.8,1065.0,10.7
66,607.1,755.3,9.2,3373,400.7,130.0,5.8,207,490.0,1065.0,10.7
67,604.1,755.2,9.2,3408,404.2,130.1,5.8,209,489.8,1065.1,10.7
70,608.8,755.0,9.1,3443,407.2,130.1,5.9,210,492.6,1065.1,10.7
63,608.3,754.5,9.1,3507,407.7,130.2,5.9,214,491.1,1065.2,10.7
61,613.0,754.5,9.1,3560,409.7,130.2,5.9,214,496.0,1065.2,10.7
64,610.2,754.4,9.0,3604,412.8,130.2,5.9,212,500.8,1065.3,10.8
70,604.1,754.5,9.0,3662,414.5,130.2,5.9,211,501.0,1065.3,10.8
72,594.1,754.7,8.9,3693,418.9,130.2,5.9,212,505.9,1065.3,10.8
73,626.6,754.7,8.9,3733,421.8,130.2,5.9,213,501.9,1065.3,10.8
73,592.0,754.4,8.9,3796,423.1,130.2,5.9,214,512.6,1065.3,10.8
70,634.1,754.3,8.9,3825,427.3,130.2,6.0,219,500.8,1065.4,10.8
71,635.0,754.5,8.9,3871,430.0,130.3,6.0,221,502.8,1065.5,10.8
72,649.5,754.4,8.9,3928,431.5,130.2,6.0,222,504.3,1065.5,10.8
74,652.7,754.3,8.9,3968,434.7,130.2,6.0,225,499.2,1065.6,10.8
68,658.2,754.4,9.0,3999,439.2,130.3,6.0,225,511.1,1065.6,10.8
76,596.0,754.5,9.0,4064,441.0,130.3,6.0,227,503.6,1065.7,10.9
73,598.8,754.5,9.0,4118,443.4,130.3,6.1,229,503.0,1065.8,10.9
76,624.9,754.7,9.1,4169,444.8,130.3,6.1,230,502.3,1065.8,10.9
81,573.2,754.9,9.1,4211,448.8,130.3,6.1,231,508.3,1065.9,10.9
85,577.7,754.9,9.1,4257,451.7,130.3,6.1,237,492.6,1066.0,10.9
82,603.1,755.0,9.1,4300,454.1,130.3,6.1,238,499.3,1066.1,11.0
81,598.2,755.3,9.2,4361,455.6,130.3,6.1,237,512.5,1066.2,11.0
77,629.8,755.6,9.3,4392,459.6,130.3,6.1,241,508.6,1066.3,11.0
83,596.7,755.7,9.4,4441,462.5,130.3,6.2,244,506.8,1066.4,11.0
85,604.1,756.0,9.4,4490,464.9,130.3,6.2,248,501.9,1066.5,11.0
91,613.7,756.4,9.5,4528,468.0,130.3,6.2,250,501.6,1066.5,11.1
92,663.1,756.6,9.6,4545,472.2,130.3,6.2,251,503.5,1066.5,11.1
99,632.3,756.7,9.7,4611,473.4,130.4,6.2,252,509.7,1066.6,11.1
106,635.7,756.8,9.7,4642,476.2,130.3,6.2,257,500.5,1066.7,11.1
114,620.8,756.9,9.7,4676,479.4,130.4,6.2,255,511.4,1066.7,11.2
128,630.6,757.0,9.7,4694,482.6,130.4,6.2,256,515.5,1066.8,11.2
138,636.5,757.0,9.7,4719,485.4,130.3,6.2,260,512.6,1066.8,11.2
146,658.1,757.0,9.7,4747,486.8,130.2,6.3,262,512.3,1066.9,11.2
150,638.0,757.1,9.6,4781,489.1,130.2,6.3,261,525.5,1066.9,11.2
163,618.1,757.0,9.6,4793,492.4,130.1,6.3,267,519.6,1067.0,11.2
169,613.5,757.0,9.6,4834,492.6,130.0,6.3,273,523.4,1067.1,11.2
168,624.4,756.9,9.7,4870,492.6,129.9,6.3,278,529.0,1067.1,11.3
170,653.4,756.9,9.7,4889,494.3,129.8,6.3,287,515.2,1067.2,11.3
177,596.7,756.9,9.7,4930,495.5,129.7,6.3,291,529.3,1067.2,11.4
173,611.8,757.0,9.7,4951,498.9,129.7,6.3,300,521.9,1067.3,11.4
178,601.6,756.9,9.7,4977,501.8,129.5,6.3,309,512.8,1067.4,11.4
168,597.5,756.9,9.8,5003,505.3,129.4,6.4,317,514.8,1067.4,11.4
174,583.1,756.8,9.8,5037,507.9,129.4,6.4,320,519.8,1067.5,11.4
169,595.9,756.9,9.9,5064,511.5,129.3,6.4,323,523.5,1067.5,11.4
172,602.5,756.8,9.9,5109,513.0,129.2,6.4,325,524.5,1067.6,11.5
176,585.3,756.7,9.8,5144,516.3,129.1,6.4,330,519.0,1067.6,11.5
178,572.6,756.7,9.8,5195,518.4,129.0,6.4,335,518.4,1067.7,11.5
168,583.4,756.6,9.8,5243,521.0,128.9,6.4,339,521.6,1067.7,11.6
164,581.4,756.7,9.8,5284,523.3,128.9,6.4,345,520.6,1067.8,11.6
158,587.8,756.6,9.8,5331,525.6,128.8,6.5,351,519.5,1067.9,11.6
152,589.8,756.7,9.7,5362,529.3,128.7,6.5,358,517.3,1067.9,11.6
143,608.3,756.7,9.6,5394,533.1,128.6,6.5,362,517.4,1067.9,11.6
138,610.5,756.7,9.6,5451,535.2,128.6,6.5,372,503.4,1068.0,11.6
118,574.8,756.8,9.5,5518,537.5,128.5,6.5,378,512.0,1068.0,11.6
115,580.4,756.8,9.5,5574,540.2,128.6,6.5,384,503.3,1068.1,11.7
112,557.6,756.9,9.5,5624,544.3,128.5,6.5,389,497.6,1068.1,11.7
99,557.8,756.9,9.6,5691,546.7,128.5,6.5,391,502.1,1068.1,11.7
96,554.0,756.9,9.5,5748,550.4,128.5,6.6,396,490.8,1068.1,11.7
89,546.5,756.9,9.5,5811,553.5,128.5,6.6,400,486.6,1068.2,11.7
83,532.6,756.7,9.4,5876,556.8,128.5,6.6,407,476.7,1068.3,11.7
70,519.2,756.5,9.4,5941,560.2,128.5,6.6,408,479.5,1068.3,11.7
74,509.1,756.2,9.4,6006,563.7,128.5,6.6,413,466.1,1068.3,11.7
63,530.6,756.4,9.4,6072,566.9,128.6,6.6,417,460.6,1068.4,11.7
62,517.0,756.5,9.4,6141,570.0,128.5,6.6,414,462.4,1068.4,11.7
59,511.7,756.4,9.4,6213,572.8,128.6,6.6,415,458.4,1068.4,11.7
55,493.8,756.2,9.4,6279,576.6,128.6,6.6,408,464.4,1068.4,11.7
53,491.0,756.2,9.4,6356,579.5,128.7,6.6,408,459.4,1068.4,11.7
54,482.8,756.1,9.4,6429,582.7,128.7,6.7,402,462.1,1068.4,11.7
54,507.3,756.0,9.4,6496,586.1,128.7,6.7,400,458.7,1068.4,11.7
53,535.5,756.0,9.3,6574,588.6,128.8,6.7,400,454.0,1068.4,11.7
54,531.4,755.9,9.3,6643,592.1,128.8,6.7,397,453.4,1068.4,11.7
58,491.8,755.8,9.3,6715,595.5,128.9,6.7,395,453.6,1068.4,11.7
56,515.4,755.7,9.2,6784,598.9,128.9,6.7,395,448.3,1068.4,11.7
52,537.1,755.5,9.3,6850,602.6,128.9,6.7,389,452.8,1068.4,11.7
52,507.1,755.3,9.4,6921,606.2,129.0,6.7,389,449.7,1068.4,11.7
56,507.3,755.2,9.4,6993,609.6,129.0,6.7,383,451.6,1068.4,11.7
56,515.6,755.2,9.4,7081,611.6,129.1,6.7,381,451.1,1068.4,11.7
59,536.6,755.2,9.4,7130,616.7,129.2,6.7,379,448.0,1068.4,11.7
64,536.0,755.0,9.4,7209,619.5,129.2,6.7,375,448.2,1068.4,11.7
67,542.9,755.0,9.4,7276,622.9,129.2,6.7,369,452.4,1068.4,11.7
71,554.9,755.0,9.4,7339,626.7,129.3,6.8,366,450.4,1068.4,11.6
80,552.2,755.0,9.5,7395,631.0,129.4,6.8,363,450.3,1068.4,11.6
82,577.5,755.0,9.5,7462,633.7,129.4,6.8,360,454.3,1068.3,11.6
88,604.4,755.0,9.6,7511,638.1,129.5,6.8,360,446.8,1068.4,11.6
